1912:Cell_i_j;1912:Cell_i_j_1;1912:Cell_i_j_2;1912:i;1912:j;1960:Cell_i_j;1960:Cell_i_j_1;1960:Cell_i_j_2;1960:i;1960:j
3117:2024-12-19 12:53:09;3375:2024-12-19 12:53:09;3753:2024-12-19 12:53:09;1:2024-12-19 12:53:09;3:2024-12-19 12:53:09;249:2024-12-19 12:53:09;437:2024-12-19 12:53:09;274:2024-12-19 12:53:09;5:2024-12-19 12:53:09;0:2024-12-19 12:53:09
3866:2024-12-19 12:53:09;3032:2024-12-19 12:53:09;3700:2024-12-19 12:53:09;1:2024-12-19 12:53:09;6:2024-12-19 12:53:09;285:2024-12-19 12:53:09;382:2024-12-19 12:53:09;313:2024-12-19 12:53:09;5:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3681:2024-12-19 12:53:09;3395:2024-12-19 12:53:09;3900:2024-12-19 12:53:09;1:2024-12-19 12:53:09;9:2024-12-19 12:53:09;391:2024-12-19 12:53:09;365:2024-12-19 12:53:09;424:2024-12-19 12:53:09;5:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3406:2024-12-19 12:53:09;3699:2024-12-19 12:53:09;3689:2024-12-19 12:53:09;1:2024-12-19 12:53:09;12:2024-12-19 12:53:09;382:2024-12-19 12:53:09;322:2024-12-19 12:53:09;292:2024-12-19 12:53:09;5:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3613:2024-12-19 12:53:09;3689:2024-12-19 12:53:09;3720:2024-12-19 12:53:09;1:2024-12-19 12:53:09;15:2024-12-19 12:53:09;400:2024-12-19 12:53:09;333:2024-12-19 12:53:09;213:2024-12-19 12:53:09;5:2024-12-19 12:53:09;12:2024-12-19 12:53:09
3318:2024-12-19 12:53:09;3233:2024-12-19 12:53:09;3519:2024-12-19 12:53:09;2:2024-12-19 12:53:09;0:2024-12-19 12:53:09;212:2024-12-19 12:53:09;268:2024-12-19 12:53:09;371:2024-12-19 12:53:09;5:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3378:2024-12-19 12:53:09;3365:2024-12-19 12:53:09;4003:2024-12-19 12:53:09;2:2024-12-19 12:53:09;3:2024-12-19 12:53:09;324:2024-12-19 12:53:09;395:2024-12-19 12:53:09;206:2024-12-19 12:53:09;6:2024-12-19 12:53:09;0:2024-12-19 12:53:09
3460:2024-12-19 12:53:09;4094:2024-12-19 12:53:09;3851:2024-12-19 12:53:09;2:2024-12-19 12:53:09;6:2024-12-19 12:53:09;336:2024-12-19 12:53:09;309:2024-12-19 12:53:09;367:2024-12-19 12:53:09;6:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3489:2024-12-19 12:53:09;4120:2024-12-19 12:53:09;4135:2024-12-19 12:53:09;2:2024-12-19 12:53:09;9:2024-12-19 12:53:09;204:2024-12-19 12:53:09;300:2024-12-19 12:53:09;358:2024-12-19 12:53:09;6:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3236:2024-12-19 12:53:09;4029:2024-12-19 12:53:09;3105:2024-12-19 12:53:09;2:2024-12-19 12:53:09;12:2024-12-19 12:53:09;442:2024-12-19 12:53:09;404:2024-12-19 12:53:09;325:2024-12-19 12:53:09;6:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3598:2024-12-19 12:53:09;3944:2024-12-19 12:53:09;3651:2024-12-19 12:53:09;2:2024-12-19 12:53:09;15:2024-12-19 12:53:09;214:2024-12-19 12:53:09;202:2024-12-19 12:53:09;301:2024-12-19 12:53:09;6:2024-12-19 12:53:09;12:2024-12-19 12:53:09
4129:2024-12-19 12:53:09;3539:2024-12-19 12:53:09;3562:2024-12-19 12:53:09;3:2024-12-19 12:53:09;0:2024-12-19 12:53:09;386:2024-12-19 12:53:09;367:2024-12-19 12:53:09;312:2024-12-19 12:53:09;6:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3404:2024-12-19 12:53:09;4072:2024-12-19 12:53:09;3970:2024-12-19 12:53:09;3:2024-12-19 12:53:09;3:2024-12-19 12:53:09;279:2024-12-19 12:53:09;315:2024-12-19 12:53:09;278:2024-12-19 12:53:09;7:2024-12-19 12:53:09;0:2024-12-19 12:53:09
4097:2024-12-19 12:53:09;3912:2024-12-19 12:53:09;3327:2024-12-19 12:53:09;3:2024-12-19 12:53:09;6:2024-12-19 12:53:09;393:2024-12-19 12:53:09;311:2024-12-19 12:53:09;250:2024-12-19 12:53:09;7:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3899:2024-12-19 12:53:09;3661:2024-12-19 12:53:09;3048:2024-12-19 12:53:09;3:2024-12-19 12:53:09;9:2024-12-19 12:53:09;357:2024-12-19 12:53:09;302:2024-12-19 12:53:09;341:2024-12-19 12:53:09;7:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3485:2024-12-19 12:53:09;3667:2024-12-19 12:53:09;4040:2024-12-19 12:53:09;3:2024-12-19 12:53:09;12:2024-12-19 12:53:09;331:2024-12-19 12:53:09;224:2024-12-19 12:53:09;266:2024-12-19 12:53:09;7:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3899:2024-12-19 12:53:09;4169:2024-12-19 12:53:09;3674:2024-12-19 12:53:09;3:2024-12-19 12:53:09;15:2024-12-19 12:53:09;408:2024-12-19 12:53:09;388:2024-12-19 12:53:09;396:2024-12-19 12:53:09;7:2024-12-19 12:53:09;12:2024-12-19 12:53:09
4194:2024-12-19 12:53:09;3131:2024-12-19 12:53:09;3030:2024-12-19 12:53:09;4:2024-12-19 12:53:09;0:2024-12-19 12:53:09;238:2024-12-19 12:53:09;438:2024-12-19 12:53:09;304:2024-12-19 12:53:09;7:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3985:2024-12-19 12:53:09;3533:2024-12-19 12:53:09;3772:2024-12-19 12:53:09;4:2024-12-19 12:53:09;3:2024-12-19 12:53:09;417:2024-12-19 12:53:09;322:2024-12-19 12:53:09;429:2024-12-19 12:53:09;0:2024-12-19 12:53:09;0:2024-12-19 12:53:09
3821:2024-12-19 12:53:09;3367:2024-12-19 12:53:09;3057:2024-12-19 12:53:09;4:2024-12-19 12:53:09;6:2024-12-19 12:53:09;390:2024-12-19 12:53:09;420:2024-12-19 12:53:09;418:2024-12-19 12:53:09;0:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3626:2024-12-19 12:53:09;3723:2024-12-19 12:53:09;3271:2024-12-19 12:53:09;4:2024-12-19 12:53:09;9:2024-12-19 12:53:09;202:2024-12-19 12:53:09;320:2024-12-19 12:53:09;307:2024-12-19 12:53:09;0:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3918:2024-12-19 12:53:09;3628:2024-12-19 12:53:09;3273:2024-12-19 12:53:09;4:2024-12-19 12:53:09;12:2024-12-19 12:53:09;413:2024-12-19 12:53:09;418:2024-12-19 12:53:09;278:2024-12-19 12:53:09;0:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3127:2024-12-19 12:53:09;4088:2024-12-19 12:53:09;3021:2024-12-19 12:53:09;4:2024-12-19 12:53:09;15:2024-12-19 12:53:09;254:2024-12-19 12:53:09;294:2024-12-19 12:53:09;321:2024-12-19 12:53:09;0:2024-12-19 12:53:09;12:2024-12-19 12:53:09
4011:2024-12-19 12:53:09;3063:2024-12-19 12:53:09;4040:2024-12-19 12:53:09;5:2024-12-19 12:53:09;0:2024-12-19 12:53:09;310:2024-12-19 12:53:09;363:2024-12-19 12:53:09;441:2024-12-19 12:53:09;0:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3161:2024-12-19 12:53:09;4079:2024-12-19 12:53:09;3446:2024-12-19 12:53:09;5:2024-12-19 12:53:09;3:2024-12-19 12:53:09;418:2024-12-19 12:53:09;321:2024-12-19 12:53:09;426:2024-12-19 12:53:09;1:2024-12-19 12:53:09;0:2024-12-19 12:53:09
3766:2024-12-19 12:53:09;3620:2024-12-19 12:53:09;4074:2024-12-19 12:53:09;5:2024-12-19 12:53:09;6:2024-12-19 12:53:09;378:2024-12-19 12:53:09;228:2024-12-19 12:53:09;356:2024-12-19 12:53:09;1:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3076:2024-12-19 12:53:09;3791:2024-12-19 12:53:09;4113:2024-12-19 12:53:09;5:2024-12-19 12:53:09;9:2024-12-19 12:53:09;407:2024-12-19 12:53:09;235:2024-12-19 12:53:09;299:2024-12-19 12:53:09;1:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3922:2024-12-19 12:53:09;3014:2024-12-19 12:53:09;3127:2024-12-19 12:53:09;5:2024-12-19 12:53:09;12:2024-12-19 12:53:09;438:2024-12-19 12:53:09;235:2024-12-19 12:53:09;420:2024-12-19 12:53:09;1:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3223:2024-12-19 12:53:09;3831:2024-12-19 12:53:09;3907:2024-12-19 12:53:09;5:2024-12-19 12:53:09;15:2024-12-19 12:53:09;353:2024-12-19 12:53:09;279:2024-12-19 12:53:09;367:2024-12-19 12:53:09;1:2024-12-19 12:53:09;12:2024-12-19 12:53:09
4088:2024-12-19 12:53:09;3335:2024-12-19 12:53:09;3890:2024-12-19 12:53:09;6:2024-12-19 12:53:09;0:2024-12-19 12:53:09;217:2024-12-19 12:53:09;348:2024-12-19 12:53:09;217:2024-12-19 12:53:09;1:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3268:2024-12-19 12:53:09;3810:2024-12-19 12:53:09;3641:2024-12-19 12:53:09;6:2024-12-19 12:53:09;3:2024-12-19 12:53:09;343:2024-12-19 12:53:09;287:2024-12-19 12:53:09;287:2024-12-19 12:53:09;2:2024-12-19 12:53:09;0:2024-12-19 12:53:09
3480:2024-12-19 12:53:09;4110:2024-12-19 12:53:09;3627:2024-12-19 12:53:09;6:2024-12-19 12:53:09;6:2024-12-19 12:53:09;449:2024-12-19 12:53:09;379:2024-12-19 12:53:09;397:2024-12-19 12:53:09;2:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3975:2024-12-19 12:53:09;3359:2024-12-19 12:53:09;3413:2024-12-19 12:53:09;6:2024-12-19 12:53:09;9:2024-12-19 12:53:09;406:2024-12-19 12:53:09;340:2024-12-19 12:53:09;439:2024-12-19 12:53:09;2:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3777:2024-12-19 12:53:09;3289:2024-12-19 12:53:09;3222:2024-12-19 12:53:09;6:2024-12-19 12:53:09;12:2024-12-19 12:53:09;315:2024-12-19 12:53:09;353:2024-12-19 12:53:09;277:2024-12-19 12:53:09;2:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3651:2024-12-19 12:53:09;3928:2024-12-19 12:53:09;3480:2024-12-19 12:53:09;6:2024-12-19 12:53:09;15:2024-12-19 12:53:09;340:2024-12-19 12:53:09;224:2024-12-19 12:53:09;329:2024-12-19 12:53:09;2:2024-12-19 12:53:09;12:2024-12-19 12:53:09
4073:2024-12-19 12:53:09;3816:2024-12-19 12:53:09;3136:2024-12-19 12:53:09;7:2024-12-19 12:53:09;0:2024-12-19 12:53:09;381:2024-12-19 12:53:09;430:2024-12-19 12:53:09;399:2024-12-19 12:53:09;2:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3691:2024-12-19 12:53:09;3957:2024-12-19 12:53:09;3724:2024-12-19 12:53:09;7:2024-12-19 12:53:09;3:2024-12-19 12:53:09;347:2024-12-19 12:53:09;424:2024-12-19 12:53:09;356:2024-12-19 12:53:09;3:2024-12-19 12:53:09;0:2024-12-19 12:53:09
3382:2024-12-19 12:53:09;4057:2024-12-19 12:53:09;3481:2024-12-19 12:53:09;7:2024-12-19 12:53:09;6:2024-12-19 12:53:09;229:2024-12-19 12:53:09;226:2024-12-19 12:53:09;432:2024-12-19 12:53:09;3:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3200:2024-12-19 12:53:09;3425:2024-12-19 12:53:09;3041:2024-12-19 12:53:09;7:2024-12-19 12:53:09;9:2024-12-19 12:53:09;381:2024-12-19 12:53:09;209:2024-12-19 12:53:09;391:2024-12-19 12:53:09;3:2024-12-19 12:53:09;6:2024-12-19 12:53:09
4105:2024-12-19 12:53:09;3124:2024-12-19 12:53:09;4052:2024-12-19 12:53:09;7:2024-12-19 12:53:09;12:2024-12-19 12:53:09;201:2024-12-19 12:53:09;205:2024-12-19 12:53:09;238:2024-12-19 12:53:09;3:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3494:2024-12-19 12:53:09;3345:2024-12-19 12:53:09;3158:2024-12-19 12:53:09;7:2024-12-19 12:53:09;15:2024-12-19 12:53:09;267:2024-12-19 12:53:09;289:2024-12-19 12:53:09;414:2024-12-19 12:53:09;3:2024-12-19 12:53:09;12:2024-12-19 12:53:09
4019:2024-12-19 12:53:10;3036:2024-12-19 12:53:10;4039:2024-12-19 12:53:10;0:2024-12-19 12:53:10;0:2024-12-19 12:53:10;283:2024-12-19 12:53:09;242:2024-12-19 12:53:09;440:2024-12-19 12:53:09;3:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3538:2024-12-19 12:53:10;3210:2024-12-19 12:53:10;3728:2024-12-19 12:53:10;0:2024-12-19 12:53:10;3:2024-12-19 12:53:10;406:2024-12-19 12:53:09;343:2024-12-19 12:53:09;212:2024-12-19 12:53:09;4:2024-12-19 12:53:09;0:2024-12-19 12:53:09
4143:2024-12-19 12:53:10;3764:2024-12-19 12:53:10;3179:2024-12-19 12:53:10;0:2024-12-19 12:53:10;6:2024-12-19 12:53:10;288:2024-12-19 12:53:09;254:2024-12-19 12:53:09;415:2024-12-19 12:53:09;4:2024-12-19 12:53:09;3:2024-12-19 12:53:09
4065:2024-12-19 12:53:10;3017:2024-12-19 12:53:10;3798:2024-12-19 12:53:10;0:2024-12-19 12:53:10;9:2024-12-19 12:53:10;306:2024-12-19 12:53:09;318:2024-12-19 12:53:09;276:2024-12-19 12:53:09;4:2024-12-19 12:53:09;6:2024-12-19 12:53:09
4066:2024-12-19 12:53:10;3876:2024-12-19 12:53:10;3472:2024-12-19 12:53:10;0:2024-12-19 12:53:10;12:2024-12-19 12:53:10;446:2024-12-19 12:53:09;421:2024-12-19 12:53:09;322:2024-12-19 12:53:09;4:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3632:2024-12-19 12:53:10;3363:2024-12-19 12:53:10;3516:2024-12-19 12:53:10;0:2024-12-19 12:53:10;15:2024-12-19 12:53:10;416:2024-12-19 12:53:09;218:2024-12-19 12:53:09;335:2024-12-19 12:53:09;4:2024-12-19 12:53:09;12:2024-12-19 12:53:09
3891:2024-12-19 12:53:10;3924:2024-12-19 12:53:10;3652:2024-12-19 12:53:10;1:2024-12-19 12:53:10;0:2024-12-19 12:53:10;202:2024-12-19 12:53:09;289:2024-12-19 12:53:09;300:2024-12-19 12:53:09;4:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3117:2024-12-19 12:53:10;3375:2024-12-19 12:53:10;3753:2024-12-19 12:53:10;1:2024-12-19 12:53:10;3:2024-12-19 12:53:10;249:2024-12-19 12:53:09;437:2024-12-19 12:53:09;274:2024-12-19 12:53:09;5:2024-12-19 12:53:09;0:2024-12-19 12:53:09
3866:2024-12-19 12:53:10;3032:2024-12-19 12:53:10;3700:2024-12-19 12:53:10;1:2024-12-19 12:53:10;6:2024-12-19 12:53:10;285:2024-12-19 12:53:09;382:2024-12-19 12:53:09;313:2024-12-19 12:53:09;5:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3681:2024-12-19 12:53:10;3395:2024-12-19 12:53:10;3900:2024-12-19 12:53:10;1:2024-12-19 12:53:10;9:2024-12-19 12:53:10;391:2024-12-19 12:53:09;365:2024-12-19 12:53:09;424:2024-12-19 12:53:09;5:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3406:2024-12-19 12:53:10;3699:2024-12-19 12:53:10;3689:2024-12-19 12:53:10;1:2024-12-19 12:53:10;12:2024-12-19 12:53:10;382:2024-12-19 12:53:09;322:2024-12-19 12:53:09;292:2024-12-19 12:53:09;5:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3613:2024-12-19 12:53:10;3689:2024-12-19 12:53:10;3720:2024-12-19 12:53:10;1:2024-12-19 12:53:10;15:2024-12-19 12:53:10;400:2024-12-19 12:53:09;333:2024-12-19 12:53:09;213:2024-12-19 12:53:09;5:2024-12-19 12:53:09;12:2024-12-19 12:53:09
3318:2024-12-19 12:53:10;3233:2024-12-19 12:53:10;3519:2024-12-19 12:53:10;2:2024-12-19 12:53:10;0:2024-12-19 12:53:10;212:2024-12-19 12:53:09;268:2024-12-19 12:53:09;371:2024-12-19 12:53:09;5:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3378:2024-12-19 12:53:10;3365:2024-12-19 12:53:10;4003:2024-12-19 12:53:10;2:2024-12-19 12:53:10;3:2024-12-19 12:53:10;324:2024-12-19 12:53:09;395:2024-12-19 12:53:09;206:2024-12-19 12:53:09;6:2024-12-19 12:53:09;0:2024-12-19 12:53:09
3460:2024-12-19 12:53:10;4094:2024-12-19 12:53:10;3851:2024-12-19 12:53:10;2:2024-12-19 12:53:10;6:2024-12-19 12:53:10;336:2024-12-19 12:53:09;309:2024-12-19 12:53:09;367:2024-12-19 12:53:09;6:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3489:2024-12-19 12:53:10;4120:2024-12-19 12:53:10;4135:2024-12-19 12:53:10;2:2024-12-19 12:53:10;9:2024-12-19 12:53:10;204:2024-12-19 12:53:09;300:2024-12-19 12:53:09;358:2024-12-19 12:53:09;6:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3236:2024-12-19 12:53:10;4029:2024-12-19 12:53:10;3105:2024-12-19 12:53:10;2:2024-12-19 12:53:10;12:2024-12-19 12:53:10;442:2024-12-19 12:53:09;404:2024-12-19 12:53:09;325:2024-12-19 12:53:09;6:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3598:2024-12-19 12:53:10;3944:2024-12-19 12:53:10;3651:2024-12-19 12:53:10;2:2024-12-19 12:53:10;15:2024-12-19 12:53:10;214:2024-12-19 12:53:09;202:2024-12-19 12:53:09;301:2024-12-19 12:53:09;6:2024-12-19 12:53:09;12:2024-12-19 12:53:09
4129:2024-12-19 12:53:10;3539:2024-12-19 12:53:10;3562:2024-12-19 12:53:10;3:2024-12-19 12:53:10;0:2024-12-19 12:53:10;386:2024-12-19 12:53:09;367:2024-12-19 12:53:09;312:2024-12-19 12:53:09;6:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3404:2024-12-19 12:53:10;4072:2024-12-19 12:53:10;3970:2024-12-19 12:53:10;3:2024-12-19 12:53:10;3:2024-12-19 12:53:10;279:2024-12-19 12:53:09;315:2024-12-19 12:53:09;278:2024-12-19 12:53:09;7:2024-12-19 12:53:09;0:2024-12-19 12:53:09
4097:2024-12-19 12:53:10;3912:2024-12-19 12:53:10;3327:2024-12-19 12:53:10;3:2024-12-19 12:53:10;6:2024-12-19 12:53:10;393:2024-12-19 12:53:09;311:2024-12-19 12:53:09;250:2024-12-19 12:53:09;7:2024-12-19 12:53:09;3:2024-12-19 12:53:09
3899:2024-12-19 12:53:10;3661:2024-12-19 12:53:10;3048:2024-12-19 12:53:10;3:2024-12-19 12:53:10;9:2024-12-19 12:53:10;357:2024-12-19 12:53:09;302:2024-12-19 12:53:09;341:2024-12-19 12:53:09;7:2024-12-19 12:53:09;6:2024-12-19 12:53:09
3485:2024-12-19 12:53:10;3667:2024-12-19 12:53:10;4040:2024-12-19 12:53:10;3:2024-12-19 12:53:10;12:2024-12-19 12:53:10;331:2024-12-19 12:53:09;224:2024-12-19 12:53:09;266:2024-12-19 12:53:09;7:2024-12-19 12:53:09;9:2024-12-19 12:53:09
3899:2024-12-19 12:53:10;4169:2024-12-19 12:53:10;3674:2024-12-19 12:53:10;3:2024-12-19 12:53:10;15:2024-12-19 12:53:10;408:2024-12-19 12:53:09;388:2024-12-19 12:53:09;396:2024-12-19 12:53:09;7:2024-12-19 12:53:09;12:2024-12-19 12:53:09
4194:2024-12-19 12:53:10;3131:2024-12-19 12:53:10;3030:2024-12-19 12:53:10;4:2024-12-19 12:53:10;0:2024-12-19 12:53:10;238:2024-12-19 12:53:09;438:2024-12-19 12:53:09;304:2024-12-19 12:53:09;7:2024-12-19 12:53:09;15:2024-12-19 12:53:09
3985:2024-12-19 12:53:10;3533:2024-12-19 12:53:10;3772:2024-12-19 12:53:10;4:2024-12-19 12:53:10;3:2024-12-19 12:53:10;417:2024-12-19 12:53:10;322:2024-12-19 12:53:10;429:2024-12-19 12:53:10;0:2024-12-19 12:53:10;0:2024-12-19 12:53:10
3821:2024-12-19 12:53:10;3367:2024-12-19 12:53:10;3057:2024-12-19 12:53:10;4:2024-12-19 12:53:10;6:2024-12-19 12:53:10;390:2024-12-19 12:53:10;420:2024-12-19 12:53:10;418:2024-12-19 12:53:10;0:2024-12-19 12:53:10;3:2024-12-19 12:53:10
3626:2024-12-19 12:53:10;3723:2024-12-19 12:53:10;3271:2024-12-19 12:53:10;4:2024-12-19 12:53:10;9:2024-12-19 12:53:10;202:2024-12-19 12:53:10;320:2024-12-19 12:53:10;307:2024-12-19 12:53:10;0:2024-12-19 12:53:10;6:2024-12-19 12:53:10
3918:2024-12-19 12:53:10;3628:2024-12-19 12:53:10;3273:2024-12-19 12:53:10;4:2024-12-19 12:53:10;12:2024-12-19 12:53:10;413:2024-12-19 12:53:10;418:2024-12-19 12:53:10;278:2024-12-19 12:53:10;0:2024-12-19 12:53:10;9:2024-12-19 12:53:10
3127:2024-12-19 12:53:10;4088:2024-12-19 12:53:10;3021:2024-12-19 12:53:10;4:2024-12-19 12:53:10;15:2024-12-19 12:53:10;254:2024-12-19 12:53:10;294:2024-12-19 12:53:10;321:2024-12-19 12:53:10;0:2024-12-19 12:53:10;12:2024-12-19 12:53:10
4011:2024-12-19 12:53:10;3063:2024-12-19 12:53:10;4040:2024-12-19 12:53:10;5:2024-12-19 12:53:10;0:2024-12-19 12:53:10;310:2024-12-19 12:53:10;363:2024-12-19 12:53:10;441:2024-12-19 12:53:10;0:2024-12-19 12:53:10;15:2024-12-19 12:53:10
3161:2024-12-19 12:53:10;4079:2024-12-19 12:53:10;3446:2024-12-19 12:53:10;5:2024-12-19 12:53:10;3:2024-12-19 12:53:10;418:2024-12-19 12:53:10;321:2024-12-19 12:53:10;426:2024-12-19 12:53:10;1:2024-12-19 12:53:10;0:2024-12-19 12:53:10
3766:2024-12-19 12:53:10;3620:2024-12-19 12:53:10;4074:2024-12-19 12:53:10;5:2024-12-19 12:53:10;6:2024-12-19 12:53:10;378:2024-12-19 12:53:10;228:2024-12-19 12:53:10;356:2024-12-19 12:53:10;1:2024-12-19 12:53:10;3:2024-12-19 12:53:10
3076:2024-12-19 12:53:10;3791:2024-12-19 12:53:10;4113:2024-12-19 12:53:10;5:2024-12-19 12:53:10;9:2024-12-19 12:53:10;407:2024-12-19 12:53:10;235:2024-12-19 12:53:10;299:2024-12-19 12:53:10;1:2024-12-19 12:53:10;6:2024-12-19 12:53:10
3922:2024-12-19 12:53:10;3014:2024-12-19 12:53:10;3127:2024-12-19 12:53:10;5:2024-12-19 12:53:10;12:2024-12-19 12:53:10;438:2024-12-19 12:53:10;235:2024-12-19 12:53:10;420:2024-12-19 12:53:10;1:2024-12-19 12:53:10;9:2024-12-19 12:53:10
3223:2024-12-19 12:53:10;3831:2024-12-19 12:53:10;3907:2024-12-19 12:53:10;5:2024-12-19 12:53:10;15:2024-12-19 12:53:10;353:2024-12-19 12:53:10;279:2024-12-19 12:53:10;367:2024-12-19 12:53:10;1:2024-12-19 12:53:10;12:2024-12-19 12:53:10
4088:2024-12-19 12:53:10;3335:2024-12-19 12:53:10;3890:2024-12-19 12:53:10;6:2024-12-19 12:53:10;0:2024-12-19 12:53:10;217:2024-12-19 12:53:10;348:2024-12-19 12:53:10;217:2024-12-19 12:53:10;1:2024-12-19 12:53:10;15:2024-12-19 12:53:10
3268:2024-12-19 12:53:10;3810:2024-12-19 12:53:10;3641:2024-12-19 12:53:10;6:2024-12-19 12:53:10;3:2024-12-19 12:53:10;343:2024-12-19 12:53:10;287:2024-12-19 12:53:10;287:2024-12-19 12:53:10;2:2024-12-19 12:53:10;0:2024-12-19 12:53:10
3480:2024-12-19 12:53:10;4110:2024-12-19 12:53:10;3627:2024-12-19 12:53:10;6:2024-12-19 12:53:10;6:2024-12-19 12:53:10;449:2024-12-19 12:53:10;379:2024-12-19 12:53:10;397:2024-12-19 12:53:10;2:2024-12-19 12:53:10;3:2024-12-19 12:53:10
3975:2024-12-19 12:53:10;3359:2024-12-19 12:53:10;3413:2024-12-19 12:53:10;6:2024-12-19 12:53:10;9:2024-12-19 12:53:10;406:2024-12-19 12:53:10;340:2024-12-19 12:53:10;439:2024-12-19 12:53:10;2:2024-12-19 12:53:10;6:2024-12-19 12:53:10
3777:2024-12-19 12:53:10;3289:2024-12-19 12:53:10;3222:2024-12-19 12:53:10;6:2024-12-19 12:53:10;12:2024-12-19 12:53:10;315:2024-12-19 12:53:10;353:2024-12-19 12:53:10;277:2024-12-19 12:53:10;2:2024-12-19 12:53:10;9:2024-12-19 12:53:10
3651:2024-12-19 12:53:10;3928:2024-12-19 12:53:10;3480:2024-12-19 12:53:10;6:2024-12-19 12:53:10;15:2024-12-19 12:53:10;340:2024-12-19 12:53:10;224:2024-12-19 12:53:10;329:2024-12-19 12:53:10;2:2024-12-19 12:53:10;12:2024-12-19 12:53:10
4073:2024-12-19 12:53:10;3816:2024-12-19 12:53:10;3136:2024-12-19 12:53:10;7:2024-12-19 12:53:10;0:2024-12-19 12:53:10;381:2024-12-19 12:53:10;430:2024-12-19 12:53:10;399:2024-12-19 12:53:10;2:2024-12-19 12:53:10;15:2024-12-19 12:53:10
3691:2024-12-19 12:53:10;3957:2024-12-19 12:53:10;3724:2024-12-19 12:53:10;7:2024-12-19 12:53:10;3:2024-12-19 12:53:10;347:2024-12-19 12:53:10;424:2024-12-19 12:53:10;356:2024-12-19 12:53:10;3:2024-12-19 12:53:10;0:2024-12-19 12:53:10
3382:2024-12-19 12:53:10;4057:2024-12-19 12:53:10;3481:2024-12-19 12:53:10;7:2024-12-19 12:53:10;6:2024-12-19 12:53:10;229:2024-12-19 12:53:10;226:2024-12-19 12:53:10;432:2024-12-19 12:53:10;3:2024-12-19 12:53:10;3:2024-12-19 12:53:10
3200:2024-12-19 12:53:10;3425:2024-12-19 12:53:10;3041:2024-12-19 12:53:10;7:2024-12-19 12:53:10;9:2024-12-19 12:53:10;381:2024-12-19 12:53:10;209:2024-12-19 12:53:10;391:2024-12-19 12:53:10;3:2024-12-19 12:53:10;6:2024-12-19 12:53:10
4105:2024-12-19 12:53:10;3124:2024-12-19 12:53:10;4052:2024-12-19 12:53:10;7:2024-12-19 12:53:10;12:2024-12-19 12:53:10;201:2024-12-19 12:53:10;205:2024-12-19 12:53:10;238:2024-12-19 12:53:10;3:2024-12-19 12:53:10;9:2024-12-19 12:53:10
3494:2024-12-19 12:53:10;3345:2024-12-19 12:53:10;3158:2024-12-19 12:53:10;7:2024-12-19 12:53:10;15:2024-12-19 12:53:10;267:2024-12-19 12:53:10;289:2024-12-19 12:53:10;414:2024-12-19 12:53:10;3:2024-12-19 12:53:10;12:2024-12-19 12:53:10
4019:2024-12-19 12:53:10;3036:2024-12-19 12:53:10;4039:2024-12-19 12:53:10;0:2024-12-19 12:53:10;0:2024-12-19 12:53:10;283:2024-12-19 12:53:10;242:2024-12-19 12:53:10;440:2024-12-19 12:53:10;3:2024-12-19 12:53:10;15:2024-12-19 12:53:10
